date,index,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,generatedCoins,activeAddresses,medianFee,averageDifficulty,paymentCount,blockCount,blockSize
2015-01-01,226,359,2391490,0.436241,25000,34.1477557329,16984.4074497,16556,0.1,1183250109.37,5330,1375,1810793
2015-01-02,227,462,2602560,0.473272,34884,33.4155804083,17517.753185,20501,0.05,1131341075.67,8771,1420,1996717
2015-01-03,228,580,2525370,0.459173,42366,44.9927513496,17274.118732,22338,0.1,1098355132.13,8626,1402,2200664
2015-01-04,229,544,2582190,0.466618,29438,38.9463097483,18001.1277824,24092,0.04,1001835616.13,9494,1463,2358056
2015-01-05,230,770,2283900,0.411376,35008,71.051521179,17327.0805848,34041,0.1,1035967214.45,10750,1411,4513994
2015-01-06,231,675,2348070,0.42162,34747,49.2631342535,16047.3407354,26052,0.06,946018479519,10138,1308,2740350
2015-01-07,232,701,2578210,0.461614,21150,53.8134859992,17638.9876256,29228,0.082371299544,840214425424,11150,1440,2830167
2015-01-08,233,661,2645040,0.472087,18235,54.2807787823,17412.8740472,23843,0.1,850160625.61,8983,1423,2539717
2015-01-09,234,496,2407840,0.428426,15357,39.8241732302,17343.5699654,19256,0.1,776337037581,7718,1419,1929108
2015-01-10,235,604,2400600,0.425966,23213,51.0738966054,17908.139046,28542,0.1,804896176217,8697,1468,2850784
2015-01-11,236,647,2369310,0.418943,12932,47.1307315608,17157.9099238,25518,0.07,834568783879,10947,1408,2528912
2015-01-12,237,486,2149210,0.378873,12038,36.5430155492,17357.3445016,21727,0.06,815506838936,9682,1426,2115184
2015-01-13,238,752,2069830,0.363763,15632,61.0258506949,17404.9056444,26302,0.1,807372182025,10393,1432,2511290
2015-01-14,239,681,1714500,0.300409,20845,54.9290557837,17304.3473171,27574,0.1,789370493623,11104,1426,2913322
2015-01-15,240,641,1260140,0.220121,14019,48.1732718622,17758.7876556,22328,0.090000000001,798891491119,10507,1465,2216130
2015-01-16,241,602,1496130,0.260538,14483,43.2577590229,17262.4193445,21640,0.07,814025195887,10536,1426,2007571
2015-01-17,242,574,1624370,0.282024,12834,47.9621828973,16848.300783,25335,0.1,911511330.11,9252,1394,2460378
2015-01-18,243,425,1436750,0.24873,11861,31.2232323079,17373.2373505,17302,0.042917395864,806438392979,8283,1439,1727620
2015-01-19,244,893,1481490,0.255703,17060,67.3858255459,17431.2211443,30228,0.1,798660433663,10998,1446,2873012
2015-01-20,245,631,1474700,0.253765,8074,44.5890299706,16950.6520946,23101,0.06,813088794714,10030,1408,2185673
2015-01-21,246,689,1402630,0.240656,10021,53.2060194741,17367.3946819,22892,0.09461571,823879233.81,10353,1445,2768123
2015-01-22,247,731,1528690,0.261508,15643,61.5614045876,16859.6443657,29758,0.1,790895561.73,11793,1405,3598888
2015-01-23,248,473,1606240,0.273993,12269,31.5901103328,17231.8182474,21606,0.04,785454350493,9974,1437,2061988
2015-01-24,249,323,1646270,0.279997,16130,26.1259568807,17326.4605577,15804,0.080263815693,815981689563,6262,1447,1721041
2015-01-25,250,359,1752130,0.297115,24533,32.5646043629,17291.6545467,18729,0.1,830580443074,6279,1446,2067250
2015-01-26,251,979,1867840,0.315818,29144,86.0704041292,16919.9730705,47001,0.1,817879032142,11105,1418,4776520
2015-01-27,252,546,1877370,0.31654,17844,47.6262682468,16655.6593262,27365,0.09,776744264177,9583,1397,2977476
2015-01-28,253,630,1897440,0.319018,16093,48.714138278,17649.9588593,24630,0.0779175163355,735966502854,9385,1482,2394424
2015-01-29,254,683,1731140,0.290276,27625,46.7828502885,16698.0824612,23193,0.048143671148,802499259302,9709,1404,2218816
2015-01-30,255,531,1831440,0.306139,21911,38.7878775568,17432.6544779,22862,0.044035393976,780507671769,8827,1468,2280530
2015-01-31,256,619,1764140,0.294042,10211,41.1238442275,16461.036605,22033,0.045953724978,806064944032,9360,1388,2219720
2015-02-01,257,606,1706270,0.28361,17051,42.7658377487,17103.3088709,26406,0.04,765707307918,10080,1444,2558169
2015-02-02,258,606,1814850,0.30081,16725,45.014524702,17124.9694022,24826,0.0678030945805,752429146206,9653,1448,2477857
2015-02-03,259,662,1820860,0.300962,11397,48.538010623,16754.915223,25869,0.0585941901965,795561902605,9917,1419,2528751
2015-02-04,260,576,1753690,0.289054,19736,37.2658194918,16669.5941401,21834,0.03883787724,750156330.61,9510,1413,2154989
2015-02-05,261,699,1761170,0.289486,13746,54.0220617958,17053.5477786,28450,0.07474338,740768665896,9485,1448,2904143
2015-02-06,262,540,1661450,0.272327,14473,36.4232190616,16704.7769366,23181,0.04,737454269761,9383,1420,2375685
2015-02-07,263,763,1656860,0.270831,12075,72.7026959313,17516.3529383,48024,0.1,802781445573,10115,1492,4996742
2015-02-08,264,507,1689980,0.275459,11615,35.8854546938,16528.2060818,22161,0.043523252125,823597522886,9148,1409,2209260
2015-02-09,265,598,1591870,0.258768,12603,44.620371486,16492.4717775,22122,0.0733962872665,785091639632,9307,1408,2276971
2015-02-10,266,433,1559910,0.252897,14973,32.4842577461,16904.0222456,18894,0.043792922519,787809416452,7531,1445,1952969
2015-02-11,267,633,1512250,0.244507,23085,43.6845763379,16776.460967,23927,0.060658556149,806313522881,9351,1436,2480401
2015-02-12,268,560,1456630,0.234869,25486,42.0258984109,16715.9732344,28773,0.048718678937,773324283442,9181,1433,3028885
2015-02-13,269,612,1554650,0.250009,12966,48.5286407132,16434.9777837,22314,0.07,773636971045,8622,1411,2755598
2015-02-14,270,546,1591440,0.255242,19546,37.0840340941,16833.3386077,21622,0.04,776452149668,8468,1447,2533159
2015-02-15,271,603,1749650,0.279862,13141,43.7698026584,17020.4987587,21767,0.05684133215,801398689539,8507,1465,2376262
2015-02-16,272,459,1583380,0.252583,8801,30.4061654816,15643.5113297,19938,0.04,795853942.18,7518,1348,2006969
2015-02-17,273,551,1577450,0.251008,16775,33.975757146,16954.5545587,21542,0.031432750585,729581080899,8822,1463,2168212
2015-02-18,274,678,1598190,0.253632,33558,46.0877300081,16674.3649893,25141,0.043631752322,697075968679,8873,1441,2714020
2015-02-19,275,554,1573510,0.249056,35329,35.580873184,16662.6890542,23033,0.04,756719362673,9235,1442,2429178
2015-02-20,276,600,1803180,0.284644,23536,46.634590257,16434.0158132,23672,0.077249890738,760476415954,7991,1424,2504701
2015-02-21,277,513,1939520,0.305391,14275,37.8815704988,16469.9427355,20805,0.05,768962180812,7976,1429,2155035
2015-02-22,278,489,1927720,0.30275,28371,30.3068856518,16664.9846788,18970,0.03,815056510809,7880,1448,1910355
2015-02-23,279,881,2005950,0.314207,82507,67.6087788378,16920.4596308,37668,0.07,828792870681,9185,1473,4361487
2015-02-24,280,789,2463620,0.384864,77991,59.2950389237,16313.9968609,35021,0.06116738073,877350801235,8847,1422,3776409
2015-02-25,281,555,2150140,0.335048,33340,39.0665149858,16020.0394332,22566,0.04,884965780758,8376,1398,2405991
2015-02-26,282,710,2350210,0.365299,31163,52.597497414,16463.6753202,27284,0.0642227590305,876093725431,8123,1439,3168361
2015-02-27,283,530,2305920,0.357521,36994,35.8944886072,16128.5787928,19818,0.04,847248434597,7535,1411,2163320
2015-02-28,284,846,2492860,0.385549,68062,72.8345288928,16532.3110985,36473,0.08,848403120335,8088,1450,4087769
2015-03-01,285,764,2769930,0.427313,23255,53.4661562812,16386.5342143,29034,0.04073931,827422664.7,8869,1438,3178544
2015-03-02,286,701,2766530,0.425727,67915,52.3190997469,16218.5570376,26089,0.05,915841780232,8162,1425,2955042
2015-03-03,287,830,2792970,0.428695,23029,79.7543276832,16510.7356283,52763,0.08,871077818706,9207,1454,5839575
2015-03-04,288,688,2713080,0.415367,21345,53.9040714271,16056.7454237,30023,0.06,887862437982,8596,1415,3487099
2015-03-05,289,650,2705880,0.413275,45238,50.1490249513,15524.7656286,27139,0.05,886924025882,7947,1370,3349403
2015-03-06,290,648,3100550,0.472445,77668,52.6441076948,17071.9569763,24481,0.07,892974818087,8029,1508,2896781
2015-03-07,291,529,3198930,0.486154,25259,44.051031038,16325.6808213,28517,0.05545962539,940351806818,7528,1444,3111593
2015-03-08,292,524,3071180,0.46557,39107,38.4424931572,15782.5698338,17127,0.0558640915685,923947827338,5839,1398,2174195
2015-03-09,293,644,3236970,0.489531,110877,49.0057263741,16109.9531919,26450,0.05,902406015864,8715,1429,2829590
2015-03-10,294,1130,4296870,0.648228,182299,92.4530530141,16201.2825929,49334,0.1,910182549753,10531,1440,5730928
2015-03-11,295,883,5263560,0.792159,95830,66.452165093,16483.5168157,34505,0.06,927145173827,8667,1467,3769031
2015-03-12,296,707,4766020,0.71549,62621,51.7706190292,15726.4013172,26178,0.040066381088,946484405698,6623,1401,2946518
2015-03-13,297,807,4533130,0.678898,56953,62.2795517778,16672.6889015,25389,0.070383955834,962891187521,8538,1487,2762267
2015-03-14,298,671,4240350,0.633491,83441,53.1011789938,15621.3062843,23801,0.06,999307367262,7528,1395,2675949
2015-03-15,299,717,4525900,0.674561,70322,49.047442529,15922.7131453,26357,0.037073904629,984260779168,7418,1424,2970037
2015-03-16,300,1043,4675430,0.695199,110309,91.7378565039,16249.2560557,40610,0.1,926297034537,8628,1456,4332753
2015-03-17,301,792,5438720,0.806746,61111,59.9510231963,15759.7520329,32037,0.0475573295645,953386485226,8307,1414,3741898
2015-03-18,302,725,5086120,0.752673,51858,46.6296835563,15948.4199101,21589,0.04,936680770661,7829,1432,2311221
2015-03-19,303,824,4381670,0.646906,52047,49.4801628093,16124.7256853,29499,0.03,931851582026,8939,1450,3224064
2015-03-20,304,696,4529630,0.667179,28023,43.7083308477,15937.6062652,19713,0.0312342721365,925313236163,8199,1435,2233751
2015-03-21,305,784,4374530,0.642876,61605,50.8792019636,15826.3702145,23744,0.0300002877455,955941149623,8631,1427,2651262
2015-03-22,306,948,5069650,0.743241,108985,68.3784077615,15497.5520451,35616,0.0410015301775,920640227817,9025,1400,3957203
2015-03-23,307,1048,5300020,0.775314,45634,66.9298038385,15696.3830932,35062,0.0315131693215,889678228831,9865,1419,3661455
2015-03-24,308,774,5255200,0.766937,52144,43.9489628036,15688.1207944,23553,0.03,841453978906,9183,1420,2472773
2015-03-25,309,820,4851810,0.706427,98536,50.9127812168,16045.5840453,30046,0.03,872897587951,9109,1455,3363715
2015-03-26,310,797,5285540,0.767811,44427,60.2695578903,15706.1164701,32116,0.04,859518053.21,8342,1426,3700596
2015-03-27,311,787,5136280,0.744401,42036,45.7720995944,15634.7040656,21463,0.03,859097152571,8855,1421,2307144
2015-03-28,312,834,5389510,0.779336,74210,50.6409757409,15765.2620569,25988,0.03,898228298576,8853,1435,2885798
2015-03-29,313,830,5590830,0.806605,58609,60.5315353166,16110.3218752,32006,0.04,867064786728,8076,1469,3951182
2015-03-30,314,860,4993790,0.718821,108069,50.7177361658,15773.4791148,27190,0.03,948029928594,9052,1440,2959377
2015-03-31,315,1169,6061480,0.870559,216122,101.000176167,15946.2756561,61647,0.06,934750288321,9565,1459,6945081
2015-04-01,316,986,6333310,0.907474,119203,72.0602405613,15505.9868697,33764,0.043261073638,972795399265,8976,1420,3752951
2015-04-02,317,750,7040630,1.01,88831,43.9380068049,15636.7857049,23871,0.03,994154839858,8239,1433,2608769
2015-04-03,318,804,6853850,0.977708,139293,49.0545022907,15776.1439393,25300,0.0310057547015,1044062308.93,8507,1448,2650764
2015-04-04,319,819,6606150,0.940243,128977,49.1293585179,15546.4722082,25514,0.030199980261,1023233833.58,8330,1429,3086963
2015-04-05,320,855,6037240,0.857369,143439,52.6722673285,15500.9275819,26342,0.031707385046,976202930.98,8641,1427,3095132
2015-04-06,321,782,6193760,0.877685,38051,38.7158414864,15322.5038938,19284,0.02579835984,1037376307.78,8218,1412,2146897
2015-04-07,322,697,5576860,0.788578,95347,40.0398997981,15498.9443963,19842,0.033431568169,1004479041.48,8459,1430,2175800
2015-04-08,323,753,5803160,0.818747,33421,44.4606620347,15603.1103355,24368,0.03,1006124283.2,8427,1442,2564967
2015-04-09,324,745,5365370,0.755325,24374,47.4773947692,15107.3960836,24818,0.03,973367847273,8124,1398,2819753
2015-04-10,325,779,5406330,0.759481,67091,43.2168712857,15651.8019502,20423,0.03,1029127319.1,8316,1450,2266169
2015-04-11,326,685,5739570,0.804529,45289,38.7922495585,15500.9420767,20560,0.03237493,1041921262.5,7882,1438,2221323
2015-04-12,327,619,5911570,0.826843,22665,33.3239048894,15443.5869068,17804,0.02980219035,1017693242.06,7306,1435,2107858
2015-04-13,328,763,5735080,0.800405,66159,47.5620825005,15282.1459685,22255,0.03872826,993916148677,7191,1422,2472777
2015-04-14,329,585,5010540,0.697815,37452,36.5370276277,15330.1878889,16384,0.037166488638,1019504392.95,6796,1428,2017726
2015-04-15,330,709,4724530,0.65659,21974,43.4904452971,15445.1046921,21067,0.030155526889,976675823369,7474,1441,2372600
2015-04-16,331,728,4853110,0.673035,42962,46.4596449249,15496.1723962,26615,0.04,981798288596,7464,1448,2834596
2015-04-17,332,701,4903060,0.678462,27205,56.7494045787,15255.7538121,23740,0.046904860745,997089183535,7388,1427,2670152
2015-04-18,333,607,4765990,0.658119,39375,35.7255756534,15384.9128415,18261,0.03,1045640522.59,7148,1441,2042909
2015-04-19,334,629,5023780,0.69231,15323,36.6954724519,14756.7408337,19916,0.029245671,987658454799,6806,1384,2177108
2015-04-20,335,844,4816330,0.662429,28005,52.8562849661,15570.0619078,26365,0.04,987948283569,7738,1463,3218000
2015-04-21,336,757,4968090,0.68176,101360,46.0045996853,15011.1606478,22994,0.04,958418112582,7846,1412,2689602
2015-04-22,337,681,4614040,0.631823,29956,35.3893555479,14874.7210859,20395,0.02746614,927825011901,8026,1401,2264534
2015-04-23,338,689,4221300,0.57687,45474,36.263472272,15374.4740312,19232,0.03,906111979842,8262,1450,2200260
2015-04-24,339,578,4375970,0.596757,18883,30.3928696461,15301.645663,17517,0.03,965705021165,7433,1445,2084079
2015-04-25,340,572,4205970,0.572382,77248,31.876043713,15511.7767392,17317,0.03,1013566975.68,7117,1467,1998414
2015-04-26,341,601,4150550,0.563681,19954,31.4035480946,14637.6052058,16891,0.026971974521,998467212929,6982,1386,1837091
2015-04-27,342,593,4105850,0.556476,26268,33.7434710794,15113.5204959,19068,0.03,922402807.86,7449,1433,2072196
2015-04-28,343,575,4185340,0.566098,97890,35.6502346152,14995.5182522,19342,0.03,937007627636,6940,1424,2187039
2015-04-29,344,585,3589430,0.484513,29029,36.0090230678,14996.2530735,19346,0.03,878036383804,7511,1426,2287018
2015-04-30,345,543,3655310,0.49244,29589,30.7472780753,15010.3572597,17646,0.03,900340865103,7250,1429,1990693
2015-05-01,346,567,3734140,0.502925,13570,34.3959361282,14861.9001717,18208,0.03,873306909367,7206,1417,2210868
2015-05-02,347,563,3713670,0.500167,12363,29.6452385831,15116.3597587,16587,0.026771449343,848829690726,7336,1443,1833264
2015-05-03,348,546,3675710,0.495055,13646,31.1671738967,14854.1310958,17195,0.0298952095085,876190415424,7083,1420,2096678
2015-05-04,349,702,3703540,0.498803,19414,43.4666703737,14849.6201647,22821,0.03,876851941717,8068,1422,2902158
2015-05-05,350,621,3476820,0.468268,22379,33.2602659383,14874.9743536,16828,0.027766701296,815731590039,7054,1426,2250779
2015-05-06,351,557,3499060,0.471263,29928,33.0369392523,14890.7616037,26959,0.03706975864,784025388646,7081,1430,2935934
2015-05-07,352,512,3407420,0.458921,29403,27.800084048,14992.1661226,14817,0.024999860423,793367240392,7247,1441,1622801
2015-05-08,353,635,3521290,0.474257,13967,35.384466995,14978.1781322,21078,0.028875580935,809135037872,7546,1442,2329547
2015-05-09,354,505,3711700,0.4911,33579,27.1825037643,14669.8601903,15771,0.03,832708779088,6594,1414,1846589
2015-05-10,355,489,3900430,0.51507,25842,28.028497789,14693.2055965,16395,0.030800483942,778199932287,6956,1418,1874031
2015-05-11,356,618,4257390,0.561128,40270,34.1627599707,15094.1769406,20493,0.0289582762215,782220585629,7610,1459,2342540
2015-05-12,357,661,3900190,0.513022,27612,42.1026369235,14236.9826461,21762,0.038058749435,811234895.79,7236,1378,2451293
2015-05-13,358,562,3631200,0.476743,22340,30.5226054485,15015.818026,17246,0.027065719019,799679671501,7096,1455,2056099
2015-05-14,359,601,3685290,0.4829,24386,28.365362888,14888.889291,16440,0.025646670998,796316379423,7034,1445,1823017
2015-05-15,360,556,3791680,0.495878,36937,28.2559989981,15126.9052372,16897,0.02850625505,817540857488,6730,1470,1941027
2015-05-16,361,567,4187560,0.546561,48492,35.1893180208,14753.2648768,22558,0.035607159172,870055833337,6595,1436,2755292
2015-05-17,362,559,4589620,0.597889,38552,31.791100702,15020.8110227,17855,0.03,896597048.51,6795,1464,2256472
2015-05-18,363,678,4298940,0.558933,66440,36.9132322044,14215.15119,22714,0.028784218109,915234712.81,7259,1387,2508532
2015-05-19,364,1090,4122390,0.534982,64157,76.3801513656,14946.9465911,43546,0.044009530956,871379453.33,8454,1462,4704440
2015-05-20,365,709,3975640,0.51494,62290,36.7165198337,14410.3691866,18439,0.02890124,888755710076,7375,1410,2318129
2015-05-21,366,529,3965800,0.512711,110387,28.1181142565,14493.6228657,16320,0.03,880780894847,6565,1420,1889179
2015-05-22,367,562,3620250,0.467157,52852,30.3061663312,15134.7652811,18877,0.0276630285315,881193386343,6551,1485,2189167
2015-05-23,368,529,3563310,0.45893,28017,24.2314945608,14342.9929537,13906,0.026577223496,901893604768,6456,1409,1561089
2015-05-24,369,553,3661790,0.470752,12799,29.6381453597,14615.2739283,15024,0.028095884072,900156704175,6498,1438,1959024
2015-05-25,370,532,3736440,0.479449,28042,32.013703702,14241.2766766,16710,0.0321206514235,847523924081,6198,1403,2179230
2015-05-26,371,483,3619900,0.46367,32411,26.0817194428,14658.7927761,14703,0.03,849056945433,6189,1446,1719509
2015-05-27,372,533,3505500,0.448145,44220,30.1452464453,14374.8969992,16852,0.03,849880076319,6654,1420,1943689
2015-05-28,373,506,3337830,0.425935,29630,33.9503764638,14284.3784355,14822,0.03,801825037588,6382,1413,1914642
2015-05-29,374,566,3488920,0.444393,29580,29.7514721422,13978.944746,17995,0.0299934803955,735913287317,6612,1385,2058090
2015-05-30,375,553,3469710,0.441193,16705,35.1857377034,14665.6900916,18270,0.03,730025935917,6431,1455,2380864
2015-05-31,376,568,3514770,0.446073,44096,31.6035128786,14498.7349921,17158,0.0274146917365,744922872997,6596,1440,1910238
2015-06-01,377,465,3561950,0.451224,21924,24.5613923682,13905.1202978,15586,0.029843497002,735746189845,6100,1383,1853729
2015-06-02,378,557,3596230,0.454769,42022,31.8612782899,14650.7703637,16106,0.03,714393948985,6397,1459,1994142
2015-06-03,379,592,3600960,0.454506,20468,29.1236035359,14481.309083,15084,0.020253469353,724974602962,6256,1444,1710161
2015-06-04,380,473,3600680,0.453636,27086,28.9216240863,14079.1115454,16836,0.03,742634144957,6058,1406,1931754
2015-06-05,381,598,3788650,0.476499,33178,32.299783636,14519.6656178,17939,0.0249792511185,755317537713,6384,1452,1993835
2015-06-06,382,516,4021480,0.504834,61552,33.2866495423,14898.9492925,16501,0.0395001054295,802731115916,5785,1492,2211458
2015-06-07,383,619,4201680,0.526472,60901,40.1021115544,13675.7087142,23991,0.03,833826400128,6326,1372,2900151
